seed,cope,target,subject,phase,conn
sgACC,csp,lh_hpc,10,acquisition,3.7893004417419434
sgACC,csp,lh_hpc,10,extinction,7.518765449523926
sgACC,csp,lh_hpc,12,baseline,-2.2921969890594482
sgACC,csp,lh_hpc,12,acquisition,-2.486520528793335
sgACC,csp,lh_hpc,12,extinction,-0.2851668894290924
sgACC,csp,lh_hpc,13,baseline,1.5385271310806274
sgACC,csp,lh_hpc,13,acquisition,-0.7950153350830078
sgACC,csp,lh_hpc,13,extinction,-1.4607884883880615
sgACC,csp,lh_hpc,14,baseline,-2.148721694946289
sgACC,csp,lh_hpc,14,acquisition,-4.698484420776367
sgACC,csp,lh_hpc,14,extinction,6.051872253417969
sgACC,csp,lh_hpc,15,baseline,-4.449489116668701
sgACC,csp,lh_hpc,15,acquisition,-1.2584972381591797
sgACC,csp,lh_hpc,15,extinction,4.222501754760742
sgACC,csp,lh_hpc,16,baseline,4.164911270141602
sgACC,csp,lh_hpc,16,acquisition,0.45691266655921936
sgACC,csp,lh_hpc,16,extinction,7.356297016143799
sgACC,csp,lh_hpc,17,baseline,3.2290704250335693
sgACC,csp,lh_hpc,17,acquisition,2.860682964324951
sgACC,csp,lh_hpc,17,extinction,-1.5656300783157349
sgACC,csp,lh_hpc,18,baseline,6.754156112670898
sgACC,csp,lh_hpc,18,acquisition,6.5627665519714355
sgACC,csp,lh_hpc,18,extinction,4.82877779006958
sgACC,csp,lh_hpc,19,baseline,-2.0673434734344482
sgACC,csp,lh_hpc,19,acquisition,6.088382720947266
sgACC,csp,lh_hpc,19,extinction,0.705435574054718
sgACC,csp,lh_hpc,20,baseline,-3.7457947731018066
sgACC,csp,lh_hpc,20,acquisition,1.909179925918579
sgACC,csp,lh_hpc,20,extinction,10.642019271850586
sgACC,csp,lh_hpc,21,baseline,1.5763801336288452
sgACC,csp,lh_hpc,21,acquisition,-4.518494129180908
sgACC,csp,lh_hpc,21,extinction,1.9462738037109375
sgACC,csp,lh_hpc,23,baseline,16.04884910583496
sgACC,csp,lh_hpc,23,acquisition,3.655698537826538
sgACC,csp,lh_hpc,23,extinction,-2.3463616371154785
sgACC,csp,lh_hpc,24,baseline,1.403000831604004
sgACC,csp,lh_hpc,24,acquisition,-4.2368974685668945
sgACC,csp,lh_hpc,24,extinction,7.524980545043945
sgACC,csp,lh_hpc,25,baseline,0.4438225328922272
sgACC,csp,lh_hpc,25,acquisition,0.06663458794355392
sgACC,csp,lh_hpc,25,extinction,5.3182902336120605
sgACC,csp,lh_hpc,26,baseline,-3.0723373889923096
sgACC,csp,lh_hpc,26,acquisition,1.7766754627227783
sgACC,csp,lh_hpc,26,extinction,-0.32733553647994995
sgACC,csp,lh_hpc,101,baseline,16.269445419311523
sgACC,csp,lh_hpc,101,acquisition,1.733568549156189
sgACC,csp,lh_hpc,101,extinction,1.8048897981643677
sgACC,csp,lh_hpc,102,baseline,-3.602121114730835
sgACC,csp,lh_hpc,102,acquisition,-1.339020013809204
sgACC,csp,lh_hpc,102,extinction,-1.1673357486724854
sgACC,csp,lh_hpc,103,baseline,-0.4213525056838989
sgACC,csp,lh_hpc,103,acquisition,-0.36065933108329773
sgACC,csp,lh_hpc,103,extinction,-1.4240646362304688
sgACC,csp,lh_hpc,104,baseline,8.8496675491333
sgACC,csp,lh_hpc,104,acquisition,6.762706279754639
sgACC,csp,lh_hpc,104,extinction,5.415684700012207
sgACC,csp,lh_hpc,105,baseline,1.4243234395980835
sgACC,csp,lh_hpc,105,acquisition,-8.252866744995117
sgACC,csp,lh_hpc,105,extinction,6.244019508361816
sgACC,csp,lh_hpc,106,baseline,0.32633140683174133
sgACC,csp,lh_hpc,106,acquisition,0.7542625069618225
sgACC,csp,lh_hpc,106,extinction,1.533238410949707
sgACC,csp,lh_hpc,107,baseline,-2.2188847064971924
sgACC,csp,lh_hpc,107,acquisition,3.4179046154022217
sgACC,csp,lh_hpc,107,extinction,5.3632025718688965
sgACC,csp,lh_hpc,108,baseline,-15.287083625793457
sgACC,csp,lh_hpc,108,acquisition,-2.459624767303467
sgACC,csp,lh_hpc,108,extinction,7.473193168640137
sgACC,csp,lh_hpc,109,baseline,-3.012883186340332
sgACC,csp,lh_hpc,109,acquisition,1.223012924194336
sgACC,csp,lh_hpc,109,extinction,1.4015909433364868
sgACC,csp,lh_hpc,110,baseline,5.816450119018555
sgACC,csp,lh_hpc,110,acquisition,4.5496039390563965
sgACC,csp,lh_hpc,110,extinction,13.170897483825684
sgACC,csp,lh_hpc,111,baseline,4.4346466064453125
sgACC,csp,lh_hpc,111,acquisition,16.105308532714844
sgACC,csp,lh_hpc,111,extinction,1.09591543674469
sgACC,csp,lh_hpc,112,baseline,-1.3413125276565552
sgACC,csp,lh_hpc,112,acquisition,0.3753581941127777
sgACC,csp,lh_hpc,112,extinction,-1.6974048614501953
sgACC,csp,lh_hpc,113,baseline,-9.874441146850586
sgACC,csp,lh_hpc,113,acquisition,9.711793899536133
sgACC,csp,lh_hpc,113,extinction,13.16542911529541
sgACC,csp,lh_hpc,114,baseline,0.8366453647613525
sgACC,csp,lh_hpc,114,acquisition,-1.5157206058502197
sgACC,csp,lh_hpc,114,extinction,6.633979797363281
sgACC,csp,lh_hpc,115,baseline,7.798022747039795
sgACC,csp,lh_hpc,115,acquisition,2.5811781883239746
sgACC,csp,lh_hpc,115,extinction,-4.850246429443359
sgACC,csp,lh_hpc,116,baseline,22.226205825805664
sgACC,csp,lh_hpc,116,acquisition,-0.29341134428977966
sgACC,csp,lh_hpc,116,extinction,8.179079055786133
sgACC,csp,lh_hpc,117,baseline,2.4917306900024414
sgACC,csp,lh_hpc,117,acquisition,-0.7624766826629639
sgACC,csp,lh_hpc,117,extinction,-0.7080995440483093
sgACC,csp,lh_hpc,118,baseline,-0.628534734249115
sgACC,csp,lh_hpc,118,acquisition,8.770740509033203
sgACC,csp,lh_hpc,118,extinction,3.9955639839172363
sgACC,csp,lh_hpc,120,baseline,3.2976455688476562
sgACC,csp,lh_hpc,120,acquisition,2.209785223007202
sgACC,csp,lh_hpc,120,extinction,9.6134672164917
sgACC,csp,lh_hpc,121,baseline,-0.39357176423072815
sgACC,csp,lh_hpc,121,acquisition,2.2805657386779785
sgACC,csp,lh_hpc,121,extinction,-0.24433453381061554
sgACC,csp,lh_hpc,122,baseline,-3.3303799629211426
sgACC,csp,lh_hpc,122,acquisition,6.582285404205322
sgACC,csp,lh_hpc,122,extinction,-1.1502161026000977
sgACC,csp,lh_hpc,123,baseline,-0.2988358438014984
sgACC,csp,lh_hpc,123,acquisition,3.3995490074157715
sgACC,csp,lh_hpc,123,extinction,6.659442901611328
sgACC,csp,lh_hpc,124,baseline,-0.54157555103302
sgACC,csp,lh_hpc,124,acquisition,-1.7071815729141235
sgACC,csp,lh_hpc,124,extinction,7.725151062011719
sgACC,csp,lh_hpc,125,baseline,-3.556044101715088
sgACC,csp,lh_hpc,125,acquisition,-2.4062931537628174
sgACC,csp,lh_hpc,125,extinction,7.9969916343688965
sgACC,csp,rh_hpc,1,baseline,3.479004383087158
sgACC,csp,rh_hpc,1,acquisition,-4.502616882324219
sgACC,csp,rh_hpc,1,extinction,1.407854437828064
sgACC,csp,rh_hpc,2,baseline,-7.8500142097473145
sgACC,csp,rh_hpc,2,acquisition,2.3014438152313232
sgACC,csp,rh_hpc,2,extinction,6.194593906402588
sgACC,csp,rh_hpc,3,baseline,-5.092332363128662
sgACC,csp,rh_hpc,3,acquisition,2.3226664066314697
sgACC,csp,rh_hpc,3,extinction,15.729450225830078
sgACC,csp,rh_hpc,4,baseline,-9.397793769836426
sgACC,csp,rh_hpc,4,acquisition,0.8578658699989319
sgACC,csp,rh_hpc,4,extinction,2.0383479595184326
sgACC,csp,rh_hpc,5,baseline,1.7838577032089233
sgACC,csp,rh_hpc,5,acquisition,4.979008197784424
sgACC,csp,rh_hpc,5,extinction,3.0344626903533936
sgACC,csp,rh_hpc,6,baseline,-0.4729728698730469
sgACC,csp,rh_hpc,6,acquisition,-7.1277947425842285
sgACC,csp,rh_hpc,6,extinction,1.317155122756958
sgACC,csp,rh_hpc,7,baseline,27.547649383544922
sgACC,csp,rh_hpc,7,acquisition,6.064221382141113
sgACC,csp,rh_hpc,7,extinction,-11.859423637390137
sgACC,csp,rh_hpc,8,baseline,7.717657566070557
sgACC,csp,rh_hpc,8,acquisition,0.34067946672439575
sgACC,csp,rh_hpc,8,extinction,-3.4931721687316895
sgACC,csp,rh_hpc,9,baseline,2.8912100791931152
sgACC,csp,rh_hpc,9,acquisition,-8.822308540344238
sgACC,csp,rh_hpc,9,extinction,5.228682994842529
sgACC,csp,rh_hpc,10,baseline,-1.1766149997711182
